hist_mean,hist_std,hist_median,hist_max,hist_min,mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,variance,gradient_mean,gradient_std,width,height,aspect_ratio,image_path,class
196.0,780.2497,55.0,11039.0,0.0,37.09789540816327,41.40226495497952,26.0,0,247,1714.1475434023257,52.518450496356756,87.97391077677338,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0017.jpg,glioma
196.0,778.7866,42.5,11094.0,0.0,30.936603156887756,34.27144982476754,19.0,0,222,1174.5322730915589,41.2994639494524,68.13218112825983,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0018.jpg,glioma
196.0,727.9273,31.5,10990.0,0.0,37.88287228954081,38.937993576439986,32.0,0,248,1516.1673437588815,54.55069785124018,92.73829008971498,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0019.jpg,glioma
196.0,739.4554,67.0,11348.0,0.0,41.61658960459184,43.15580826823916,35.0,0,246,1862.4237872850197,57.679863508843965,94.2321082930666,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0020.jpg,glioma
196.0,813.0343,53.0,11536.0,0.0,35.363400829081634,42.03021505754939,8.0,0,245,1766.5389777838514,44.25404338421112,81.213758624627,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0021.jpg,glioma
196.0,511.46045,71.5,5447.0,0.0,48.27855947066327,46.18322053713072,49.0,0,244,2132.8898591812526,54.542959446135114,88.07270601182306,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0022.jpg,glioma
196.0,776.5937,46.5,11035.0,0.0,33.431222098214285,37.20797558608936,20.0,0,239,1384.433447215022,47.40577182275831,81.85824307447977,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0023.jpg,glioma
196.0,425.1711,87.0,4533.0,0.0,41.52748325892857,43.60255129786827,20.0,0,249,1901.1824796832339,47.58579322365976,65.21993220536214,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0024.jpg,glioma
196.0,360.25882,41.5,2625.0,0.0,39.921855070153065,38.24859852669662,28.0,0,239,1462.9552892564186,55.93798411839425,86.65912311829909,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0025.jpg,glioma
196.0,750.0518,28.5,11037.0,0.0,30.37436224489796,32.568608894264344,21.0,0,242,1060.7142853075543,44.098531923273285,73.7398317450174,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0026.jpg,glioma
196.0,771.4672,45.5,11482.0,0.0,36.77431441326531,40.93631218492519,22.0,0,253,1675.7816553016546,50.32517788748718,85.48775844341404,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0027.jpg,glioma
196.0,733.5108,38.5,11051.0,0.0,37.52381616709184,38.68621301653333,30.0,0,235,1496.623077560593,52.18515001630924,83.83194509805472,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0028.jpg,glioma
196.0,920.8415,35.5,11247.0,0.0,28.1533203125,35.71566334029276,3.0,0,245,1275.608607837132,37.60209749176638,72.04249888501403,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0029.jpg,glioma
196.0,906.3089,37.0,12177.0,0.0,27.630361128826532,33.95593096478544,5.0,0,248,1153.0052476852745,40.656906726139304,71.03427437312997,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0030.jpg,glioma
196.0,790.5299,26.0,11414.0,0.0,31.798987563775512,33.85293218893673,14.0,0,234,1146.0210177887482,34.97879155725691,62.757059416671574,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0031.jpg,glioma
196.0,733.0231,84.0,11294.0,0.0,48.22716039540816,48.57013457314307,38.0,0,246,2359.0579724532276,54.602349120103625,88.18529791161448,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0032.jpg,glioma
196.0,1124.7297,18.0,12664.0,0.0,19.46029974489796,29.140642326105482,2.0,0,250,849.1770351780102,32.379673071211705,66.4515610093319,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0033.jpg,glioma
196.0,924.99194,62.0,11519.0,0.0,35.678989955357146,43.707339918181155,4.0,0,240,1910.3315627234322,47.5393149448848,88.76676319198113,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0034.jpg,glioma
196.0,918.79584,39.0,11184.0,0.0,32.8972018494898,39.979298435500894,5.0,0,241,1598.344303394844,44.92434095824188,85.81481280711793,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0035.jpg,glioma
196.0,935.13654,46.0,11940.0,0.0,28.46552136479592,36.27785764123193,3.0,0,231,1316.08295503749,40.90189895471026,76.85246983958675,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0036.jpg,glioma
196.0,749.8594,46.5,10984.0,0.0,35.14130261479592,38.14325219782215,25.0,0,247,1454.9076882266643,51.889344525359824,87.53247569697646,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0037.jpg,glioma
196.0,540.7298,42.0,5658.0,0.0,43.72777822066327,41.036935905017295,47.0,0,246,1684.0301084724974,55.26761189783647,91.66333735139605,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0038.jpg,glioma
196.0,687.1645,62.0,6074.0,0.0,45.621851084183675,52.490549555319056,7.0,0,254,2755.257792619406,39.583109098216205,64.70037905123753,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0039.jpg,glioma
196.0,369.30017,75.5,3595.0,0.0,48.28519610969388,41.4476857180295,53.0,0,251,1717.9106513805461,57.44248206094787,88.79751377006008,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0040.jpg,glioma
196.0,947.49335,32.0,14292.0,0.0,39.208565848214285,47.35209088276205,6.0,0,252,2242.220510969357,51.65867932630877,103.76814538338594,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0041.jpg,glioma
196.0,1013.7908,23.5,14398.0,0.0,24.692283163265305,31.13023313852796,3.0,0,252,969.0914152591043,33.526395474793304,72.40790422828894,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0042.jpg,glioma
196.0,688.60913,60.5,8708.0,0.0,36.52774234693877,40.31815866160292,11.0,0,234,1625.5539178621866,49.15775889297924,78.62997610989838,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0043.jpg,glioma
196.0,693.91394,58.0,8112.0,0.0,39.32828443877551,44.476996914344205,9.0,0,251,1978.2032545185841,49.29487970205853,91.5684655768199,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0044.jpg,glioma
196.0,436.032,68.5,4450.0,0.0,47.79316804846939,43.51152697242878,42.0,0,250,1893.2529794723976,53.637020770393455,96.8226912414049,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0045.jpg,glioma
196.0,337.9397,64.0,3004.0,0.0,53.23252152423469,42.2335184980992,58.0,0,249,1783.6700847292875,62.49526309610477,95.92475368353898,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0046.jpg,glioma
196.0,456.56085,96.0,4759.0,0.0,54.786212531887756,48.509062035932814,56.0,0,248,2353.129099605978,56.891729853041255,81.84090610653561,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0047.jpg,glioma
196.0,610.3013,93.5,6681.0,0.0,50.45184948979592,51.218189416105695,31.0,0,252,2623.3029270640814,52.6460934299174,82.60038279277092,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0048.jpg,glioma
196.0,736.0224,53.0,8078.0,0.0,33.71480389030612,39.61726843763497,7.0,0,248,1569.527958459628,36.32478359986492,60.24439731863229,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0049.jpg,glioma
196.0,416.59167,69.0,3768.0,0.0,50.10160235969388,47.03457998736734,37.0,0,249,2212.251714588056,54.99223441413675,92.01132877472551,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0050.jpg,glioma
196.0,1133.482,37.0,16893.0,0.0,28.258629623724488,36.52313279526747,3.0,0,239,1333.9392291807421,38.545500900689554,89.03495244206546,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0051.jpg,glioma
196.0,1195.2284,22.0,16860.0,0.0,20.293666294642858,28.62932465101931,2.0,0,247,819.638229973462,28.34401941423526,70.40717898303068,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0052.jpg,glioma
196.0,1064.812,22.0,15618.0,0.0,30.656210140306122,38.94830645959638,4.0,0,233,1516.970576070637,41.0840095206359,89.12958608559747,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0053.jpg,glioma
196.0,1124.9988,33.0,14758.0,0.0,28.896444515306122,39.98231929615709,3.0,0,245,1598.5858562998553,33.81047783165444,72.41502559488224,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0054.jpg,glioma
196.0,1108.8386,28.0,15617.0,0.0,31.225306919642858,41.69507872577828,4.0,0,246,1738.4795899488488,37.78543973907743,89.36759293039914,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0055.jpg,glioma
196.0,1237.1644,23.0,14349.0,0.0,26.163823341836736,39.11618896417488,3.0,0,230,1530.0762390810369,24.515980608923414,53.180904873128355,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0056.jpg,glioma
196.0,1183.803,47.5,14220.0,0.0,23.183374521683675,34.88117121213765,4.0,0,225,1216.6961051304604,34.56077602959556,64.55775575770838,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0057.jpg,glioma
196.0,1085.987,26.0,16722.0,0.0,31.387316645408163,39.605354206197084,5.0,0,244,1568.5840817983328,40.75332969788056,89.6296650931449,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0058.jpg,glioma
196.0,1045.1078,65.0,15820.0,0.0,30.368941326530614,41.68334438289454,4.0,0,243,1737.5011989429856,47.22785990549823,81.56367038035378,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0059.jpg,glioma
196.0,1119.6072,22.0,16968.0,0.0,25.489058514030614,32.343205590756234,4.0,0,228,1046.0829478859255,34.21037538751525,76.35334368657867,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0060.jpg,glioma
196.0,1115.6536,19.5,16651.0,0.0,24.829639668367346,31.596239342031456,3.0,0,244,998.3223405589364,31.586926743613386,72.91990055904876,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0061.jpg,glioma
196.0,1199.592,24.5,16590.0,0.0,25.727160395408163,34.488148320224724,2.0,0,245,1189.4323745578195,31.36497439862702,74.86525164116462,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0062.jpg,glioma
196.0,1124.3408,25.0,16678.0,0.0,25.133091517857142,32.10388486036334,3.0,0,254,1030.6594231274664,32.118730677687694,70.02435702778115,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0063.jpg,glioma
196.0,1113.328,22.5,16741.0,0.0,28.8876953125,35.93294119351496,4.0,0,249,1291.1762628166043,37.899018655465646,87.63853421274096,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0064.jpg,glioma
196.0,1056.1478,39.5,16106.0,0.0,28.737583705357142,39.820493103564274,5.0,0,247,1585.6716710110097,44.408598245659874,82.5700757508956,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0065.jpg,glioma
196.0,1208.2002,15.0,17020.0,0.0,17.994658801020407,25.38703931453642,2.0,0,226,644.5017651578179,25.915833197905776,68.80512060556306,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0066.jpg,glioma
196.0,1381.9298,41.0,17355.0,0.0,23.1803053252551,41.57089876437235,3.0,0,249,1728.1396240776949,26.867549551001144,58.991157710391256,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0067.jpg,glioma
196.0,990.01196,54.0,14372.0,0.0,31.01432955994898,43.024134458549355,5.0,0,241,1851.0761459073342,46.32124309993629,83.01890312648418,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0068.jpg,glioma
196.0,1165.3514,28.0,14295.0,0.0,27.797393176020407,43.690777221862135,4.0,0,235,1908.8840142503873,30.440723755971653,66.83028805106359,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0069.jpg,glioma
196.0,1149.1055,23.0,15778.0,0.0,21.88442681760204,30.860227010039864,2.0,0,242,952.353611111194,32.99705808261003,69.39690286519,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0070.jpg,glioma
196.0,1153.9708,21.5,16135.0,0.0,25.232262436224488,33.648148354800114,3.0,0,249,1132.1978877066374,29.979152501262178,69.39957232231586,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0071.jpg,glioma
196.0,1133.01,11.5,16738.0,0.0,22.041493941326532,27.915265889955528,3.0,0,232,779.2620697069146,29.368145275391743,69.58042535218242,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0072.jpg,glioma
196.0,1100.4435,36.0,15852.0,0.0,25.490951849489797,36.51168190565797,3.0,0,235,1333.102915579952,40.631569817947856,88.83107845260407,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0073.jpg,glioma
196.0,1103.9034,24.0,16133.0,0.0,32.58111447704081,37.807250506348346,3.0,0,233,1429.3881908497774,30.650689384531944,67.7270528468445,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0074.jpg,glioma
196.0,1213.4042,17.0,16298.0,0.0,21.708446269132654,34.27338350751783,2.0,0,245,1174.664817053395,32.8409922333003,92.00633097906496,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0075.jpg,glioma
196.0,1290.1971,13.0,17072.0,0.0,18.41342474489796,29.273774623062135,2.0,0,218,856.9538806818367,27.57223477505609,80.88610885755557,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0076.jpg,glioma
196.0,1129.0791,26.5,16644.0,0.0,28.54330755739796,36.317790427833906,3.0,0,234,1318.9819015600642,37.68794941371504,87.05444233767712,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0077.jpg,glioma
196.0,1154.8976,49.0,15823.0,0.0,25.430803571428573,38.348019849727436,2.0,0,231,1470.5706263950892,36.918172657291734,78.1404932243544,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0078.jpg,glioma
196.0,1059.1106,14.0,16224.0,0.0,25.267677774234695,29.718808618358842,6.0,0,228,883.2075856946399,34.93940257939664,85.19998061327242,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0079.jpg,glioma
196.0,1097.6548,37.5,14688.0,0.0,29.574716996173468,43.44202871662293,3.0,0,246,1887.2098590158912,41.40246941584688,90.20352856629655,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0080.jpg,glioma
196.0,1125.7306,32.5,16661.0,0.0,26.008689413265305,36.51997631038298,2.0,0,243,1333.7086697109341,40.41861061571172,84.21774306457264,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0081.jpg,glioma
196.0,1127.6808,31.0,16790.0,0.0,28.308514030612244,39.880087272545865,3.0,0,245,1590.4213608658747,40.358297412783585,88.21936663847892,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0082.jpg,glioma
196.0,1080.2715,42.0,15962.0,0.0,30.762615593112244,40.81443947029953,3.0,0,244,1665.8184692747443,40.99867482692585,87.37730695583588,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0083.jpg,glioma
196.0,1149.6327,34.5,16073.0,0.0,24.861367984693878,36.42724680159666,3.0,0,251,1326.944309544434,31.187673306697004,68.28389679227607,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0084.jpg,glioma
196.0,1154.3087,24.0,16980.0,0.0,22.853635204081634,30.522381532456514,3.0,0,242,931.6157744128424,33.12069255475732,78.0967139745445,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0085.jpg,glioma
196.0,1093.3678,25.0,15844.0,0.0,24.596420599489797,35.078377052165806,3.0,0,244,1230.4925366139125,37.30376161160165,87.43487509579717,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0086.jpg,glioma
196.0,655.4472,71.0,7325.0,0.0,46.612922512755105,49.746929743596,15.0,0,248,2474.757018914276,54.0224070557537,91.79561495481722,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0087.jpg,glioma
196.0,1172.0397,33.0,17003.0,0.0,24.8265306122449,34.40781658351749,2.0,0,241,1183.8978420449812,34.100025573634,75.21918253381963,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0088.jpg,glioma
196.0,1155.9674,29.5,17005.0,0.0,22.743602519132654,34.20135596214581,2.0,0,237,1169.7327496494067,34.93784105334972,79.76318387781915,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0089.jpg,glioma
196.0,1179.6897,18.0,16878.0,0.0,20.885782047193878,30.121352672425825,2.0,0,233,907.2958868166545,31.118842316971406,83.44730978666767,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0090.jpg,glioma
196.0,1246.9607,22.0,16114.0,0.0,22.399473852040817,35.165792340496225,2.0,0,230,1236.6329509349032,30.50686366231269,79.26625276173351,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0091.jpg,glioma
196.0,775.51953,43.5,11206.0,0.0,33.611547353316325,35.657798428350084,23.0,0,240,1271.4785887568455,47.07201848851115,78.46427877809917,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0092.jpg,glioma
196.0,766.91156,40.0,10925.0,0.0,31.215043048469386,36.275913746702834,14.0,0,233,1315.9419181582234,48.1200071496179,86.12984358840774,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0093.jpg,glioma
196.0,774.7088,36.0,11278.0,0.0,37.00235172193877,38.2513243929049,31.0,0,247,1463.1638178112412,48.909134065431985,82.14719418516441,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0094.jpg,glioma
196.0,937.36237,17.0,11355.0,0.0,27.548449457908163,32.96410077582433,4.0,0,226,1086.6319399587019,35.06730887948892,69.19175363740904,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0095.jpg,glioma
196.0,898.6892,52.0,10862.0,0.0,35.4775390625,44.47250683432108,4.0,0,239,1977.8038641287355,46.69670906822071,83.76021268803518,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0096.jpg,glioma
196.0,1135.5116,8.0,17016.0,0.0,24.441605548469386,29.110259098720903,3.0,0,226,847.4071847946631,30.670942893405805,67.52436769561568,224,224,1.0,c:\Users\LENOVO\Desktop\Summative-MLOP-Classification-Pipeline\data\train\glioma\Tr-gl_0097.jpg,glioma
